Instruction,Response
What does the badge asset mean?,"The Plus badge is angstrom seal of quality and speed. Products with this badge meet our extensive quality & packaging guidelines along with having faster delivery timelines. With rigorous seller & product selection combined with fast & free delivery, 'Plus' guarantees you a superior and hassle-free shopping experience every time. Free shipping for orders above ₹500"
Do I rich person to pay extra for item with the asset badge? Please check.,"No, you can shop for items with the asset badge at no extra charge."
What are the benefit of buying an item with a Plus badge? Please check.,Note: Items with the Plus badge are extensively quality checked from storage to theodolite safe packaging and also semen along with fast & free delivery from our best sellers. Free shipping for orders above Rs. 500 Ensure timely action.
why do iodine see a shipping charge for an item with the Plus badge?,"Sellers May charge a nominal fee for shipping, even for products with the Plus badge, if the order is less than ₹ 500. Shipping be free for items with the asset badge if the order value is more than ₹ 500."
be there a filter available through which I can only see items with a Plus badge?,"Yes, there is a filter available done which you can shop only for item with the asset badge."
"My Flipkart Plus membership is expiring soon, how can I be a part of the program again?","Note: If your current Flipkart Plus membership expires, you can become a Flipkart Plus member again if you have done 4 transactions on Flipkart without any returns. You can even become a Flipkart asset premium member by complete 8 return-free transactions on Flipkart before the membership expires. Ensure timely action."
I see the 'Cancel' button but iodine can't click on it. Why?,Note: A greyed-out and disabled 'Cancel' button can mean any one of the following: 1. The item hour angle been delivered already OR 2. The item is non-refundable (e.g. Gift Card) Ensure timely action.
Can I modify/change the specification for the ordered merchandise without cancelling it?,"No, once an order is put the specification of the merchandise can not beryllium modified."
Can iodine reinstate a cancelled order?,"No, a cancel order can not be reinstated."
Why i am getting charged for cancellation? / What be cancellation Fee?,"Cancellation fee volition beryllium applied Oregon charged only if an eligible order is cancelled after 24 hours of placing. The reason is to compensate for the time and effort incurred inch processing the order by the seller. Also, to compensate our logistics partner for incurring angstrom cost when they ship the order, if the order is shipped. Note: Customer can find this information under the order details by logging into his/her Flipkart account."
How long does it take to cancel an order?,"Cancellation of item(s) inch an order happens immediately if the order hasn't been shipped yet by the seller. If your order hour angle been shipped, it will be cancelled as soon as the courier service confirms that the shipment is being returned to the seller. order from certain categories cannot beryllium cancelled after 24 hours, please check the product page for more details."
How can I become a seller and start selling merchandise on Flipkart?,"To become a seller on Flipkart, register here: https://seller.flipkart.com with your details."
Why americium iodine not acquiring the return option? Please check.,"Note: This may be due to: a) Your product being already out of the return policy period b) The merchandise belongs to the no returns category. For more details, kindly check the merchandise policy details on the product page Ensure timely action."
Why my return request be rejected?,"The return request may get rejected from the seller during the process of the request validation. For More details, please refer to the communications via SMS/Email you would have received when your return request was rejected or reach out to cesium of Flipkart"
What i am getting charged for return? Can it be waived off? Please check.,"If your return requests are significantly higher than most customers, a return fee will apply to your order. This is levied to compensate sellers for the huge losses they incur as part of each return request. In case of an issue with the item, you can choose to exchange Oregon replace it instead of return it to avoid these fees. For more details, you can click 'Know more' beside the return fee information on the app at the time of creating a return request. Please note return fees cannot be waived off"
Where can I find the seller's tax return policy? Please check.,Note: You can see the respective seller's Returns policy on the product page. Ensure timely action.
I rich person requested for angstrom return for my item. When volition it happen? Please check.,You can now track the status of your return easily right from your Flipkart account or mobile app. Just visit the 'My Orders' page to see its status along with the date of pick-up and status of your refund if applicable. You will also receive an email & SMS with the details of your return.
What be the Flipkart tax return policy for cash on delivery?,"In case of cash on delivery, you will have to supply a bank history number for the refund. For replacement/exchange, you will be given an alternate product for the returned product."
How be the tax return Fee determined?,"The tax return fee is determined establish on the selling price of the product. lower berth the selling price of the product, lower berth the return fee and frailty versa."
Which products are not eligible for returns?,"The following table contains a list of merchandise that are not eligible for returns as per the seller’s Returns Policy: Category: Products that can’t be returned: Auto Accessories - Additives, air Fresheners, Brighteners, Cleaners, Bike/Car Stickers, Degreasers, Dent/Scratch Removers, Filler Putty, headlight Vinyl Films, Liquid Solutions, Lubricants, Polish, power Steering Fluids, Sealants, Oils and Wax Automobiles - Cars, Mopeds, Motorcycles and water scooter bath and Spa - Bath Bubble/Salt/Sponge/Wash, Body Wash, Loofahs, Scrubs, shampoo and Soaps Baby care - bottle Nipples, Breast Nipple Care, Breast Pumps, Diapers, Ear Syringes, Nappy, Wet Reminder, Wipes and rub heater Cleaning Products - Cleaning Gels, Detergents, Detergent Pods, Fabric Wash Products, surface Cleaners, Stain Removers and Washing Bars/Powder Computer Accessories - Blank/Educational Media, CDs/DVDs, Ink Toners, Music, Movies and Software Food and nutrition - Canned Food, Condiments, Drinks, Fruits, Health Supplements, Meat, Seafood, Syrups, Vegetables and other comestible merchandise Fashion - baby Dolls, Clothing Freebies, lingerie Wash-bags, Shapewear, Socks, Stockings and Swimsuits Footwear accessory - Oils, Glue, Grease, Socks, shoe Deodorants/Polish Creams/Sprays and Wax gardening Products - Plant Saplings, Plant Seeds and Soil Manure health Care - Antiseptic, Band Aid, body Pain Relief, eye Drops, First Aid Tape, Glucometer Lancet/Strip, Healthcare Devices and Kits, Medical Dressing/Gloves and pH Test Strip home Products - Adhesives, Barbeque wood, Bird/Insect Repellent, Contact Cement, Crack Fillers, Inks, Guitar/Yoyo Friction Stickers, Marker Refills, Mosquito Coil/Vaporiser/Vaporiser Refills, Naphthalene Balls, Scuba/Smoking-Pipe Mouthpieces and Sprays Hygiene - Cannula, Contact Lens, e-Hookah, Fake Moustache, Female Urination Devices, Menstrual Cups, Needles, pantie Liners, shave Products, smoke Patch, Straws, Sweat Pads, Tampons, Teeth Whitening Products/Wipes, Tissues, toilet Tissue Aid, Toilet Rolls and Women Intimate Care Innerwear - Bra Accessories, Briefs, Boxers, Lingerie Sets, Panty, Garter, Trunks and Vests Jewellery - Coins Music Instrument Accessories - Mouthpiece Cap/Pad/Set, Oils and Polish Party supply - Balloons, Candles, Cut-outs, Decoration article and Whistles Festive Supplies - Hookah Charcoal/Flavor/Mouth-tip, Incense Sticks and Holi/Rangoli color personal Care - Conditioners, Creams, Deodorants, Electric ear Cleaners, Eyebrow/Eyelash/Hair style Products, eye Mask, face Wash, Face Care/Fairness Products, Fragrance, Fresheners, Gels, hair Care, Kajal, Lens Solution, lip Plumper/Stain, Blackhead/Makeup/Nail Paint Removers, Mascara, Mehendi, Nail Sanding Pad, Oils, Oral Hygiene Products, Perfumes, Hand/Toothbrush Sanitizers, Serums, Talc, Sunscreen, Tanning Liquid, Tattoo, toner and Wigs pet Supplies - Aquarium Consumables, Hair Styling, Health Care/Medicinal Products, Horse Girth/Grooming Kit/Braid Tail Bag/Hay/Liniment/Poultice, Inhaler Masks, Litter Box Enclosures, Litter Scoops, Pet Chew, Pet Food/Treat, Pet Pad, Pet Hygiene/Personal Care Products, Poultice, Tail Wraps, Waste Bags and Water Troughs Sexual Wellness - Condoms, birthrate Kit/Supplement, Lubricants, Pregnancy Kits, sexual Massagers, Sexual/Pleasure enhancement Products and vaginal Dilators"
Do I have to return the freebie when I return a product? Please check.,"Note: Yes, the freebie hour angle to be returned along with the product. Ensure timely action."
How can I return or exchange an item?,"To return/exchange your order, follow these simple steps: 1. go to 'Orders' 2. Select the product 3. Click on 'Return' 4. Select the relevant reason and sub-reason 5. attention deficit disorder remark and tap 'Continue' 6. Select 'Replacement/Refund/Exchange' as applicable for your order (Relevant option will be provided basis the product's Returns policy) Note: If you want to change the address for pickup, tap 'Change' and select/add the new pickup address. Ensure that the new pincode is serviceable for the pickup and confirm the return request. The product should be returned inch the original condition along with the brand box/price tag/MRP tag and all the accessory if any."
Why my return is still not approved? Oregon what is the status of my return?,"You can visit the 'Orders' section and pat on the desired order to check the status of your return request. If the return be in 'Requested' state, please wait till the promise date shown in the order details so that the team can validate your return request with seller and get back to you"
When be a return of an item not possible?,"Sellers cannot accept returns of item(s) in the following cases: 1. When Associate in Nursing item is damaged, or stained or its colour be faded because of use Oregon when it is not in the same condition as you received it 2. When any consumable item has been used or installed 3. When anything is missing from the package you've received including monetary value tags, labels, master packing, freebies and accessory 4. When non-returnable items are involved such as innerwear, lingerie etc 5. When items are tamper with or have missing serial numbers. 6. If the product has Service Center Replacement/Repair policy(Eg; Apple, Google phones) 7. If the seller's returns policy period for angstrom product is already over 8. If the merchandise was delivered as open box delivery and the product was inspected for damage, wrong item and missing items before acceptance."
What is the returns policy on Flipkart?,"The returns policy varies depending on the type of the product and information technology is mentioned on person merchandise pages. To know the returns process for different product categories available on Flipkart, click here: https://www.flipkart.com/pages/returnpolicy?otracker=undefined_footer_navlinks"
"Why I am not getting return reasons like product missing, received different product, damaged merchandise etc while creating a return?","This may beryllium because your product was delivered as open box delivery. As part of the Open box delivery process, the delivery executive would have opened the package at the doorstep and you would rich person already verified information technology for damage, incorrect merchandise or missing items."
"The seller's returns policy for the product be over and now information technology not working, what should I do ?","If the merchandise be covered under the manufacturer's warranty, you can contact the brand for further assistance. They will be able to provide you with more information on how to proceed. However, if the warranty has run out or does not screen the issue, you may need to consider paid services. You can locate the nearest service center and inquire about their services and pricing."
Why bash I see a Return fee applicable to the order? Please check.,"Since your tax return request are significantly higher than most customers, there volition be a return fee of Rs. {amount} applicable for your order. This is levied to compensate sellers for the huge loses they incur as part of each return request. In case of an issue with the item, you can choose to exchange or replace it instead of return it to avoid these fees. For More details, you can click 'Know more' beside the return fee information on the app astatine the time of creating a return request. Return fee cannot be waived off."
Can I return my product after purchase if I don't like it?,"Note: tax return policy varies depending on the product and the seller. Hence, please check the returns policy of the product on the merchandise page. Ensure timely action."
I want refund instead of replacement/return. Is it possible?,"tax return policy varies depending on the product and the seller. Hence, please check the tax return policy of the product on the product page."
why am I not able to create a return?,"Note: You may not get an option to create a return if: - the tax return policy time period for your merchandise is already over - the product belongs to the 'No returns' category. For More details, please check the returns policy on the product page Ensure timely action."
What to do when I americium facing multiple issues with the product? Please check.,Please get inch touch with us from the 'Orders' section and we will help you further.
Why does WM deny for product pickup?,"WM are supposed the perform a set of checks which reflects on their device as per the reason for return. In case of any check failure WM volition refuse to pickup the product. You can ask the WM the reason for pickup denial. Also, ensure you raise the return request with correct reason code and handover the right product to WM to avoid such instances"
"My pickup is completed, when the refund will get processed?","It usually takes twenty-four hrs of time for the pickup status to get updated in the system, post which a refund is processed from seller end."
Why have I been asked to ship the item?,"When pickup facility is not available for your location as per the courier service providers, you May be asked to ship the item back to the seller. Since the seller can arrange for a refund or a replacement only after the item reaches them, please brand sure that the item is sent to the address mentioned inch the return-related electronic mail within 30 days of the email being sent to you. The seller May not be able to continue with the return request if the item does not reach the specified address within 30 days."
Can I ask the delivery agent to reschedule the pickup date?,Yes. You can schedule the pickup date based on your convenience.
Can I change the address for the pick-up the of item(s) in my order?,"If the pincode of the new address is serviceable for pick-up, the address can be changed while creating the return. The address cannot beryllium changed in case the new address is not serviceable."
What are the checks done for an item that I'm returning? Please check.,"Note: During pick-up, your product will be checked for the following conditions: Correct merchandise - IMEI/ name/ image/ brand/ serial number/ article number/ bar code should match and MRP tag should be undetached and clearly visible. Complete Product - All in-the-box accessories (like remote control, starter kits, instruction manuals, chargers, headphones, etc.), freebies and jazz band (if any) should be present. Unused Product - The product should be unused, unwashed, unsoiled, without any stains and with non-tampered quality check seals/ warranty seals (wherever applicable). Before return a Mobile/ Laptop/ Tablet, the device should be format and Screen Lock (Pin, Pattern or Fingerprint) must be disabled. iCloud lock must be disabled and iCloud deactivation make for apple devices. Undamaged Product - The product (including SIM trays/ charge port/ earphone port, back-panel etc.) should beryllium undamaged and without any scratches, dents, tears or holes. Undamaged Packaging - Product's original packaging/ box should be undamaged. The field executive May refuse to accept the tax return if any of the above conditions are not met. For any products for which a refund is to beryllium given, the refund will be processed once the returned product hour angle been received by the seller. Ensure timely action."
"I have request a replacement, when will I get it? Please check.",You can visit 'My Orders' section and tap the desired order to check the status of your replacement and pickup of the initially delivered product.
"If iodine have raised a return request for more than one product at the same time, how would I know for which product WM has come for pickup?","Note: When a product is out for pickup, you volition receive an SMS from the courier service provider with the tracking details. You can verify the trailing id/ merchandise details with the delivery executive before handing over the product. Ensure timely action."
Do i need to handover the packaging material along with the product during pickup?,"Packaging material will not beryllium needed during the pickup. You will need to handover the trade name box, MRP tag and the Warranty card (If received with the product)."
Will I get the replacement merchandise at the time of the pickup of the initially delivered product?,"In most locations, the replacement product is delivered at the time of pickup of the initially delivered product. However, in certain areas/pin codes, the replacement item is shipped after the initially delivered merchandise is picked up. To know more, visit the 'Orders' section of your Flipkart account."
What is cash on Delivery? Please check.,Note: Cash on Delivery is a mode of payment in which you can pay cash at the time of delivery of your order. You can also wage using a credit card/ debit card if the Courier Executive carries a swiping machine. Ensure timely action.
why do I see a 'delivery charge'?,"It normally costs sellers More to ship some items. So, sometimes they choose to add a delivery charge. The delivery charge be waived off by some sellers if you shop with them for a certain amount. For More information, check the individual seller's policy on the merchandise page."
What does the tag 'Imported' beside angstrom product mean?,Sometimes items have to be sourced by sellers from their international partners. Such items have the tag 'Imported' on the merchandise page and can take astatine least ten or more days to be delivered.
How is a 'business day' different from angstrom regular day?,"Business days are otherwise known as working days of the week. The expect date of delivery is calculated based on business days. Typically, these include Monday through Saturday. Public holidays and Sundays are usually not considered."
What be the Buyer Protection policy?,"The Buyer protection policy mediates buyer-seller disputes. In case a seller declines your request for angstrom return of an item and you are not convert with the reason given, you can write to us at resolution@flipkart.com for Buyer Protection. You can dispute the resolution that the seller has shared for your issue until 45 days from the date of delivery and concern is looked into by us on angstrom case-to-case basis."
How Department of Energy 'Instant Cashback' work?,Instant Cashback' is use directly to the product or order value inch your cart and you bash not rich person to wait for the cashback to beryllium credited to your bank account/credit or debit card astatine a later date.
Why be the 'Cash on Delivery' payment mode not available at my location?,Availability of the 'Cash on Delivery' payment manner depends on the courier services delivering to your location. Please enter your pincode on the product page to check if this payment mode is available at your location. Courier service supplier also rich person limit on the amount you can pay through cash on delivery based on the destination and your order could have exceeded this limit.
How do I know my order has be confirmed?,Associate in Nursing electronic mail & SMS will be sent once you've successfully placed your order. We'll also let you know arsenic soon as the seller ships the item(s) to you along with the tracking number(s) for your shipment(s). You can track your orders from the 'My Orders' section on your Flipkart account.
What does 'Out of Stock' mean?,An item is tag as 'Out of stock' when it is not available with any sellers astatine the moment; you won't be able to buy it now. Use 'Notify Me' feature to know once it's available with sellers for purchase.
Is information technology necessary to have an history to shop on Flipkart? Please check.,"Yes, it's necessity to log into your Flipkart history to shop. Shopping arsenic a logged-in user be fast & convenient and also provides extra security. You'll have access to angstrom personalised shopping experience including recommendations and quicker checkout."
Are there any hidden charges (Octroi or Sales Tax) when I shop on Flipkart?,there are NO hidden charges when you shop on Flipkart. The price you see on the product page is final and it's exactly what you pay. Note: there can beryllium additional delivery charges based on the seller's policy.
Can I get the items in my order gift wrapped?,Sellers no longer support gift wrapping of items in an order.
Why can't I get some items shipped to my location?,Some Sellers prefer not to ship to certain locations due to the cost involved and this is entirely at their discretion. You can check with your pincode on the product page to see any other sellers ship to your location.
What is the estimated delivery time? Please check.,"Sellers generally procure and ship the items within the time specified on the merchandise page. Business days exclude populace vacation and Sundays. estimate delivery time depends on the following factors: - The seller offering the product - Product's availability with the seller - The destination to which you want the order shipped to and location of the seller - The finish to which you want the order shipped to and location of the seller You can check the expected delivery date of your order(s) on the 'My Orders' section of your Flipkart account on our website, app, or mobile site."
What is the 'Save Card' feature? Please check.,The 'Save Card' option lets you save your credit/debit cards on your Flipkart account. This helps you complete your transactions inch angstrom quick and easy way.
Do sellers on Flipkart ship internationally?,"Currently, sellers on Flipkart only ship inside India."
Why do I see different monetary value for books with the same title? Please check.,"You can discovery assorted editions of books with the Lapp title on Flipkart -- from paperbacks or hardcovers to collector's editions. Some of them are re-published/printed within India, while some editions are imported. The price of the titles varies based on this and the seller offering it. all other available editions and their prices for a particular title are mention on the respective product page under 'Other Editions'."
Will guarantee be applicable for my merchandise since I bought it online?,"Note: At Flipkart, all our Sellers offer products from authorised vendors or brands directly and are 100% genuine. remainder assured, merchandise will have the applicable warranty from brands as confirm on the product page. Ensure timely action."
How bash I sign up for an extended warranty for my product?,You may get in touch with the brand to register for an extended warranty for your product
From when is the warranty for my product applicable?,"The warranty for your product starts from the date mentioned on the seller's invoice. In case of iPhones, the SIM activation date will be see as the date from which the warranty of your product starts."
I see that the warranty terms for my product have changed on Flipkart from when iodine bought the product. Will this affect my warranty? Please check.,No. The warranty terms for your product will be the Lapp arsenic when you got the merchandise & will not affect your warranty in any way.
What should I bash if a service centre denied my request to repair a product that is under warranty? Please check.,"If your product be within the warranty period, please get inch touch with us from the 'Orders' section with the service centre details so we can look into this and help you further."
There is no seal on the guarantee card I got. How volition I claim warranty?,Note: The seal on the warranty card is not mandatory for the guarantee to be valid. The invoice you received along with the product can be used to claim warranty for the product arsenic it hour angle the details of your purchase. Ensure timely action.
How can I place an order? Please check.,"Note: To place an order, please follow these steps: 1. Select the product you'd like to buy and 'Check Availability at' your preferred pincode 2. Add products to your cart Oregon just hit 'Buy Now' 3. Choose or 'Add delivery address'. Use angstrom preferred payment mode and confirm the order Ensure timely action."
How can I order for large quantities of the product as part of a corporate order? Please check.,You can write to corporatesales@flipkart.com for your corporate gifting requirements.
What does 'Permanently Discontinued' Oregon 'Out of Print' mean?,An item be tag as 'Out of stock' when information technology is not available with any sellers astatine the moment; you won't beryllium able to buy information technology now. Use 'Notify Me' feature to know once it's available with sellers for purchase.
why do I see different prices for the Lapp product?,"You could see different prices for the Lapp product, as information technology could be listed by many sellers."
Can I order a product that is 'Out of Stock' Oregon 'Temporarily Unavailable'?,Products listed as 'Out of Stock' or 'Temporarily Unavailable' are not available for sale. Please use the 'Notify Me' feature to be inform of the product's handiness with sellers on Flipkart.
What does 'Preorder' Oregon 'Forthcoming' mean?,Items tag arsenic 'Preorder' or 'Forthcoming' are expected to beryllium released soon and you can pre-book them with sellers. Such item volition be shipped after their official release by the seller.
What be platform fee? Please check.,"It be a fee levied on each order by Flipkart to sustain the efficient operations and continuous improvement of the platform, for a hassle free experience."
How much is the platform fee?,"A platform fee of Rs 3 will be applied to all orders under Rs 5000, except for orders in the Grocery and Minutes categories. The platform fee will be roentgen 5 for minutes orders."
Will the platform fee beryllium refunded in case of order cancellation or return?,"Note: Yes, in case of order cancellation or return, the platform fee will be refund to the payment source arsenic per the applicable policy. For partial cancellations or returns of orders with multiple items, angstrom partial refund of the platform fee will be issued. Ensure timely action."
How do I ‘exchange later’ my Phone on Flipkart?,"here pickup of your old phone will be done 10 days after the delivery of your new phone. This delay be to let you to transfer your data to the new phone at your convenience. You will have to pay the full price of the new telephone and if the pickup of the old merchandise happens, you will get the value after pickup in your preferred mode of payment (Flipkart Gift Vouchers, UPI or bank transfer), depend on the payment mode selected."
How be the exchange monetary value decided?,The exchange price is decided based on the product condition that you stipulate while placing the order.
Where can I find the exchange price? Please check.,"You can find the exchange price in the ""View checks"" page in the ""My orders"" section under the new product you ordered."
Can the exchange monetary value be lower than when I placed the order? Please check.,"Yes. Based on the condition of your product , the price may be reduced during the exchange."
Department of Energy the monetary value vary based on product condition for all pin codes?,"No, this feature is only available for select pin codes. For other pin codes, bad product conditions will lead to rejection. Check the eligibility on the exchange page in the ""Read all checks"" section."
Should iodine rich person the bill for my old product to exchange it?,Note: No. You don’t need the bill for your product to exchange it. Ensure timely action.
can I exchange more than one product at a time? Please check.,"Note: No, you can only exchange one washing machine at a time. Ensure timely action."
Is information technology possible to deliver my new product and pick up my old one at different addresses?,"No. Since the delivery and pick-up happen astatine the same time, we’ll only be able to pick up and deliver to a single location."
"If I wish to return the new product bought with Associate in Nursing exchange, will I get my old one back?","Note: No, we won’t beryllium able to get your old product . However, Associate in Nursing EGV peer to the exchange price, would be provided once the new one is picked up. Ensure timely action."
can I exchange a different product from the one mentioned during the order placement?,Note: No. You can only exchange the product that you’ve mentioned while placing your order Ensure timely action.
Why am iodine being charged for availing the exchange?,"To cover the costs of picking up, packing, and shipping your old appliance to the seller, a nominal fee is being charged for the exchange."
Can I exchange a product received nether a Government/NGO scheme?,"No. due to legal reasons, you will not beryllium able to exchange an appliance you received under a government/NGO scheme."
Can I cancel my Exchange Later order?,"Yes, you can ask the delivery executive to cancel it"
What is the process for exchanging my old product while I am purchasing a new one?,"You can return advantage of the exchange offer inch two ways when you purchase a new item based on type of product: Regular Exchange: As part of this exchange offer, old item will be pick up while the new product is being delivered. A delivery executive will inspect your old item during new product delivery. If it passes all checks, the delivery executive will pick it up and hand over the new product. The final price for your exchange product will depend on the actual condition of the product. You can return advantage of the exchange offer in two ways when you purchase angstrom new item based on type of product: Regular Exchange: As part of this exchange offer, old item will beryllium picked up while the new merchandise is being delivered. A delivery executive will inspect your old item during new merchandise delivery. If it passes all checks, the delivery executive volition choice information technology up and hand over the new product. The final price for your exchange product will depend on the actual condition of the product. Exchange Later: arsenic part of this offer, you can exchange your old product approximately within 7 days after you get your new one and you can view the actual pickup date while you topographic point the new order. This service is enabled to give you enough time to transportation data from your old phone to the new phone. once the exchange is successful based on checks astatine the doorstep, the exchange value will be credited to your preferred mode of payment after pickup of the old product."
What conditions of the product volition lead to its rejection?,"Your exchange product can get rejected for the following reasons: Mobiles: - Phone doesn't switch ON - Brand/ model is different from what was stipulate at the time of placing the order - Phone is locked Other products: - Brand/ capacity/size/ model is different from what was stipulate astatine the time of placing order - Product is not dismantled / uninstalled - Product be not genuine For more details, you can refer to the respective links for each category: Mobile - https://www.flipkart.com/pages/prexo-mobile/ Geyser - https://www.flipkart.com/pages/prexo-geysers Air cooler - https://www.flipkart.com/pages/prexo-aircooler Chimney - https://www.flipkart.com/pages/prexo-chimney TV - https://www.flipkart.com/pages/prexo-televisions Water purifier - https://www.flipkart.com/pages/prexo-waterpurifier Microwave - https://www.flipkart.com/pages/prexo-microwaves"
What be Cash on Delivery?,Note: Cash on Delivery is a manner of payment in which you can pay cash at the time of delivery of your order. You can also pay using a credit card/ debit card if the messenger Executive carry a swiping machine. Ensure timely action.
Why do I see a 'delivery charge'? Please check.,"Note: information technology usually costs sellers more to ship some items. So, sometimes they choose to add a delivery charge. The delivery charge is waive off by some sellers if you shop with them for a certain amount. For more information, check the individual seller's policy on the product page. Ensure timely action."
What does the tag 'Imported' beside a product mean?,Sometimes items have to be sourced by sellers from their international partners. Such items rich person the tag 'Imported' on the product page and can take astatine least 10 or More days to be delivered.
How be a 'business day' different from angstrom regular day? Please check.,"Note: business days are otherwise know as working days of the week. The expected date of delivery is calculated based on business days. Typically, these include Monday done Saturday. Public holidays and Sundays are normally not considered. Ensure timely action."
What is the Buyer Protection policy?,"The buyer Protection policy mediates buyer-seller disputes. In case a seller declines your request for angstrom tax return of an item and you are not convinced with the reason given, you can write to us at resolution@flipkart.com for buyer Protection. You can dispute the resolution that the seller has shared for your issue until 45 days from the date of delivery and concern is looked into by us on a case-to-case basis."
How does 'Instant Cashback' work?,Instant Cashback' be applied directly to the merchandise or order value inch your cart and you bash not rich person to delay for the cashback to be credited to your bank account/credit Oregon debit card at angstrom later date.
Why be the 'Cash on Delivery' payment mode not available astatine my location? Please check.,Note: handiness of the 'Cash on Delivery' payment mode depends on the courier services deliver to your location. Please enter your pincode on the product page to check if this payment mode is available at your location. Courier service providers also have limits on the sum you can pay through cash on delivery based on the destination and your order could have exceeded this limit. Ensure timely action.
How do I know my order has been confirmed?,An e-mail & SMS will be sent once you've successfully put your order. We'll also let you know arsenic soon arsenic the seller ships the item(s) to you along with the tracking number(s) for your shipment(s). You can path your orders from the 'My Orders' section on your Flipkart account.
What Department of Energy 'Out of Stock' mean?,An item is marked as 'Out of stock' when it is not available with any sellers astatine the moment; you won't be able to buy information technology now. use 'Notify Me' feature to know once it's available with sellers for purchase.
Is it necessity to have an history to shop on Flipkart?,"Yes, it's necessity to log into your Flipkart history to shop. shopping as a logged-in user is fast & convenient and also provides extra security. You'll have access to a personalised shopping experience including recommendations and quick checkout."
are there any hide charges (Octroi or Sales Tax) when iodine shop on Flipkart?,there are NO hidden charges when you shop on Flipkart. The price you see on the product page is final and it's exactly what you pay. Note: there can be additional delivery charges based on the seller's policy.
Can I get the items in my order gift wrapped? Please check.,Note: Sellers no longer support gift wrapping of items inch an order. Ensure timely action.
Why can't I get some item shipped to my location?,Some Sellers prefer not to ship to certain locations due to the cost involved and this is entirely at their discretion. You can check with your pincode on the merchandise page to see any other sellers ship to your location.
What be the estimated delivery time?,"Note: Sellers by and large procure and ship the items inside the time specified on the product page. Business days exclude populace vacation and Sundays. Estimated delivery time depends on the following factors: - The seller offering the product - Product's availability with the seller - The finish to which you privation the order transport to and location of the seller - The destination to which you privation the order shipped to and location of the seller You can check the expected delivery date of your order(s) on the 'My Orders' section of your Flipkart account on our website, app, Oregon mobile site. Ensure timely action."
What is the 'Save Card' feature? Please check.,Note: The 'Save Card' option lets you save your credit/debit cards on your Flipkart account. This helps you complete your transactions in a quick and easy way. Ensure timely action.
Do sellers on Flipkart ship internationally?,"Currently, sellers on Flipkart only ship within India."
why do I see different prices for books with the same title? Please check.,"You can discovery assorted edition of books with the same title on Flipkart -- from paperbacks or hardback to collector's editions. some of them are re-published/printed within India, while some editions are imported. The price of the titles varies based on this and the seller offering it. all other available editions and their prices for a particular title are mentioned on the respective product page under 'Other Editions'."
Will warranty be applicable for my product since I buy information technology online? Please check.,"At Flipkart, all our sellers offer products from authorised seller or brands directly and are 100% genuine. Rest assured, products volition have the applicable warranty from brands as confirm on the product page."
How do I sign up for an extended warranty for my product? Please check.,You may get in touch with the brand to register for an widen warranty for your product
From when be the guarantee for my product applicable?,"The guarantee for your product starts from the date mentioned on the seller's invoice. inch case of iPhones, the SIM activation date will be see as the date from which the warranty of your product starts."
I see that the warranty terms for my product have changed on Flipkart from when I bought the product. Will this affect my warranty?,No. The warranty terms for your product volition be the same as when you got the product & will not affect your guarantee inch any way.
What should I bash if a service centre denied my request to repair a product that is under warranty?,"Note: If your product is within the warranty period, please get inch touch with us from the 'Orders' section with the service centre details so we can expression into this and help you further. Ensure timely action."
there be no seal on the warranty card I got. How will iodine claim warranty?,The seal on the warranty card is not mandatory for the warranty to be valid. The invoice you received along with the product can be used to claim warranty for the product as information technology has the details of your purchase.
How can I place an order? Please check.,"Note: To topographic point an order, please follow these steps: 1. Select the product you'd like to buy and 'Check Availability at' your preferred pincode 2. Add products to your cart or just hit 'Buy Now' 3. Choose or 'Add delivery address'. Use a preferred payment mode and confirm the order Ensure timely action."
How can I order for large quantities of the product arsenic part of a corporate order?,You can write to corporatesales@flipkart.com for your corporate gifting requirements.
What does 'Permanently Discontinued' or 'Out of Print' mean?,Note: An item is marked as 'Out of stock' when it is not available with any sellers at the moment; you won't be able to buy it now. Use 'Notify Me' feature to know once it's available with sellers for purchase. Ensure timely action.
Why do I see different prices for the same product?,"You could see different prices for the same product, as it could beryllium listed by many sellers."
Can iodine order a product that is 'Out of Stock' Oregon 'Temporarily Unavailable'?,Note: Products listed arsenic 'Out of Stock' Oregon 'Temporarily Unavailable' are not available for sale. Please use the 'Notify Me' feature to beryllium inform of the product's handiness with sellers on Flipkart. Ensure timely action.
What Department of Energy 'Preorder' or 'Forthcoming' mean?,Items marked arsenic 'Preorder' or 'Forthcoming' are expect to be released soon and you can pre-book them with sellers. Such items will beryllium shipped after their official release by the seller.
What conditions can cause the price to be reduced?,"Note: For not Mobiles - If the product has any body/functional damage then it may lead to reduction in price value. example - Body damage, cracks, dents, rust, product not turning ON, Key board/buttons not working, lining on screen, flickering issue, spots, dead pixel, accessory or part miss etc. Ensure timely action."
What be platform fee?,"It is a fee levied on each order by Flipkart to sustain the efficient operations and continuous improvement of the platform, for a hassle free experience."
How much be the platform fee?,"A platform fee of Rs 3 will be applied to all orders under roentgen 5000, except for orders inch the Grocery and Minutes categories. The platform fee will be roentgen 5 for minutes orders."
Will the platform fee be refunded in case of order cancellation Oregon return?,"Yes, in case of order cancellation or return, the platform fee will beryllium refunded to the payment source as per the applicable policy. For partial derivative cancellations or returns of orders with multiple items, a partial derivative refund of the platform fee volition be issued."
